Entry	Gene names  (ordered locus )	Gene names  (primary )	Protein names	Organism	Cross-reference (RefSeq)	Cross-reference (EMBL)	EnsemblBacteria transcript
Q1DFB4	MXAN_0387		Transcriptional regulator, AraC family	Myxococcus xanthus (strain DK 1622)	WP_011550523.1;	CP000113;	ABF89346;
Q1DBF9	MXAN_1764		Transposase orfB, IS3 family	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87894;
Q1D6T2	MXAN_3444		Putative multidrug resistance protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF89435;
Q1D7L8	MXAN_3152		Endoribonuclease L-PSP family protein	Myxococcus xanthus (strain DK 1622)	WP_011553202.1;	CP000113;	ABF91792;
Q1D8E9	MXAN_2863		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552924.1;	CP000113;	ABF90330;
Q1DEB8	MXAN_0739		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550865.1;	CP000113;	ABF87739;
Q1CYU4	MXAN_6304		tRNA-dihydrouridine synthase (EC 1.3.1.-)	Myxococcus xanthus (strain DK 1622)	WP_011556237.1;	CP000113;	ABF90735;
Q1D5U1	MXAN_3800	mmgB	3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)	Myxococcus xanthus (strain DK 1622)	WP_011553812.1;	CP000113;	ABF89759;
Q1D8F8	MXAN_2854		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552915.1;	CP000113;	ABF88880;
Q1D8Y8	MXAN_2666	pdhA	Pyruvate dehydrogenase E1 component subunit alpha (EC 1.2.4.1)	Myxococcus xanthus (strain DK 1622)	WP_011552736.1;	CP000113;	ABF90937;
Q1DC94	MXAN_1472		Putative tRNA (Guanosine-2'-O-)-methyltransferase	Myxococcus xanthus (strain DK 1622)	WP_011551588.1;	CP000113;	ABF87185;
Q1DDL1	MXAN_1001		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551122.1;	CP000113;	ABF90327;
Q1D9E8	MXAN_2506		Putative general secretion pathway protein J	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86453;
Q1CY19	MXAN_6583		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556512.1;	CP000113;	ABF88182;
Q1CZ52	MXAN_6190		Transporter, solute:sodium symporter (SSS) family	Myxococcus xanthus (strain DK 1622)	WP_011556134.1;	CP000113;	ABF86910;
Q1CZ87	MXAN_6155		Alkylphosphonate utilization operon protein PhnA	Myxococcus xanthus (strain DK 1622)	WP_011556099.1;	CP000113;	ABF85895;
Q1D5M7	MXAN_3866		Putative cytochrome c oxidase, subunit IV	Myxococcus xanthus (strain DK 1622)	WP_011553876.1;	CP000113;	ABF87331;
Q1D2F9	MXAN_5009		Type I phosphodiesterase/nucleotide pyrophosphatase family protein	Myxococcus xanthus (strain DK 1622)	WP_011554985.1;	CP000113;	ABF87868;
Q1D5W6	MXAN_3775	guaA	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	Myxococcus xanthus (strain DK 1622)	WP_011553788.1;	CP000113;	ABF90046;
Q1D986	MXAN_2568		Hydrolase, NUDIX family	Myxococcus xanthus (strain DK 1622)	WP_011552638.1;	CP000113;	ABF89891;
Q1D421	MXAN_4431		Putative agmatinase	Myxococcus xanthus (strain DK 1622)	WP_011554430.1;	CP000113;	ABF91005;
Q1DAQ6	MXAN_2037		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552122.1;	CP000113;	ABF91092;
Q1CWQ9	MXAN_7051		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556970.1;	CP000113;	ABF87058;
Q1D2R0	MXAN_4906		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88786;
Q1D9G2	MXAN_2492		Conserved domain protein	Myxococcus xanthus (strain DK 1622)	WP_011552563.1;	CP000113;	ABF86878;
Q1DD41	MXAN_1172		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF92744;
Q1D9F1	MXAN_2503		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552574.1;	CP000113;	ABF88983;
Q1DD96	MXAN_1117		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91301;
Q1D7H3	MXAN_3199		Diadenylate cyclase (EC 2.7.7.85)	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86709;
Q1DCV1	MXAN_1265		Putative transporter	Myxococcus xanthus (strain DK 1622)	WP_011551382.1;	CP000113;	ABF88996;
Q1D903	MXAN_2651		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552721.1;	CP000113;	ABF86372;
Q1DCL9	MXAN_1347		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87549;
Q1D5N5	MXAN_3856		Iron-sulfur cluster-binding protein, Rieske family	Myxococcus xanthus (strain DK 1622)	WP_011553868.1;	CP000113;	ABF86432;
Q1D701	MXAN_3375		Putative adventurous gliding protein T	Myxococcus xanthus (strain DK 1622)	WP_011553408.1;	CP000113;	ABF89042;
Q1D3C4	MXAN_4683		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554674.1;	CP000113;	ABF88943;
Q1DAH8	MXAN_2120		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88668;
Q1D6Z6	MXAN_3380		Hydrolase, alpha/beta fold family	Myxococcus xanthus (strain DK 1622)	WP_011553413.1;	CP000113;	ABF89985;
Q1DEU9	MXAN_0555		Metallophosphoesterase	Myxococcus xanthus (strain DK 1622)	WP_011550687.1;	CP000113;	ABF90703;
Q1D3R3	MXAN_4542		Endonuclease/exonuclease/phosphatase family protein	Myxococcus xanthus (strain DK 1622)	WP_011554537.1;	CP000113;	ABF91300;
Q1D1Z1	MXAN_5179		Tetratricopeptide repeat protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87133;
Q1D3T3	MXAN_4522		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86081;
Q1D6T8	MXAN_3438		Tetratricopeptide repeat protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF89452;
Q1CWJ4	MXAN_7116		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91765;
Q1D8V7	MXAN_2699		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552767.1;	CP000113;	ABF89479;
Q1DB72	MXAN_1855		IPT/TIG domain protein	Myxococcus xanthus (strain DK 1622)	WP_011551957.1;	CP000113;	ABF90278;
Q1DD90	MXAN_1123		Putative S-adenosyl-L-methionine: L-methionine S-methyltransferase	Myxococcus xanthus (strain DK 1622)	WP_011551243.1;	CP000113;	ABF90584;
Q1D4V1	MXAN_4147	rpoE1	RNA polymerase sigma factor	Myxococcus xanthus (strain DK 1622)	WP_011554150.1;	CP000113;	ABF91393;
Q1D3E1	MXAN_4666		General secretion pathway protein E, N-terminal domain protein	Myxococcus xanthus (strain DK 1622)	WP_011554658.1;	CP000113;	ABF89796;
Q1D8U1	MXAN_2715		Endonuclease/exonuclease/phosphatase family protein	Myxococcus xanthus (strain DK 1622)	WP_011552782.1;	CP000113;	ABF91693;
Q1CWV6	MXAN_7004		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556923.1;	CP000113;	ABF91710;
Q1CX60	MXAN_6899		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011556819.1;	CP000113;	ABF88379;
Q1D365	MXAN_4746		TonB-dependent receptor	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87024;
Q1D5Y9	MXAN_3752		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011553765.1;	CP000113;	ABF92249;
Q1D248	MXAN_5121		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011555095.1;	CP000113;	ABF92452;
Q1D4H6	MXAN_4272		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554275.1;	CP000113;	ABF92572;
Q1DCS6	MXAN_1290		Phosphotransferase	Myxococcus xanthus (strain DK 1622)	WP_011551407.1;	CP000113;	ABF89224;
Q1D4T9	MXAN_4159	udk	Uridine kinase (EC 2.7.1.48) (Cytidine monophosphokinase) (Uridine monophosphokinase)	Myxococcus xanthus (strain DK 1622)	WP_011554162.1;	CP000113;	ABF90451;
Q1CXB2	MXAN_6844		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556769.1;	CP000113;	ABF92548;
Q1CXT8	MXAN_6668		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556593.1;	CP000113;	ABF92038;
Q1CYJ6	MXAN_6403		Putative ABC transporter, permease protein	Myxococcus xanthus (strain DK 1622)	WP_011556335.1;	CP000113;	ABF86478;
Q1D499	MXAN_4351	pdxJ	Pyridoxine 5'-phosphate synthase (PNP synthase) (EC 2.6.99.2)	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF90570;
Q1D4F2	MXAN_4296		Non-ribosomal peptide synthetase	Myxococcus xanthus (strain DK 1622)	WP_011554299.1;	CP000113;	ABF90173;
Q1D2B8	MXAN_5050		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011555026.1;	CP000113;	ABF88056;
Q1DBX1	MXAN_1600		Aminotransferase, classs I	Myxococcus xanthus (strain DK 1622)	WP_011551711.1;	CP000113;	ABF87178;
Q1DEA3	MXAN_0754		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550880.1;	CP000113;	ABF89837;
Q1CYJ0	MXAN_6409		Putative beta-lactamase	Myxococcus xanthus (strain DK 1622)	WP_011556341.1;	CP000113;	ABF86319;
Q1D8G3	MXAN_2849		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552910.1;	CP000113;	ABF88928;
Q1DCY3	MXAN_1231		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011551350.1;	CP000113;	ABF93098;
Q1D0B6	MXAN_5770		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011555721.1;	CP000113;	ABF90799;
Q1CZT6	MXAN_5950		HD domain protein	Myxococcus xanthus (strain DK 1622)	WP_011555901.1;	CP000113;	ABF90928;
Q1D6H6	MXAN_3554		M23 peptidase domain protein (EC 3.4.24.-)	Myxococcus xanthus (strain DK 1622)	WP_011553583.1;	CP000113;	ABF92015;
Q1DCB8	MXAN_1448		Transporter, MotA/TolQ/ExbB proton channel family	Myxococcus xanthus (strain DK 1622)	WP_011551564.1;	CP000113;	ABF92363;
Q1DFF7	MXAN_0342		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550480.1;	CP000113;	ABF86141;
Q1D1Y8	MXAN_5182		FG-GAP repeat protein	Myxococcus xanthus (strain DK 1622)	WP_011555153.1;	CP000113;	ABF86445;
Q1DDJ3	MXAN_1019		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551140.1;	CP000113;	ABF89997;
Q1CY99	MXAN_6501		Mannose-1-phosphate guanylyltransferase	Myxococcus xanthus (strain DK 1622)	WP_011556432.1;	CP000113;	ABF91500;
Q1D5Y6	MXAN_3755		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF89938;
Q1D3L4	MXAN_4591	pkn1	Serine/threonine-protein kinase PKN1 (EC 2.7.11.1)	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF89575;
Q1DAH5	MXAN_2124		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552203.1;	CP000113;	ABF91926;
Q1DAQ5	MXAN_2039		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552123.1;	CP000113;	ABF89443;
Q1D3S0	MXAN_4535		Putative RNA polymerase sigma-70 factor	Myxococcus xanthus (strain DK 1622)	WP_011554530.1;	CP000113;	ABF86454;
Q1CX21	MXAN_6938		Putative methyl-accepting chemotaxis protein	Myxococcus xanthus (strain DK 1622)	WP_011556858.1;	CP000113;	ABF90672;
Q1CZR8	MXAN_5970		Peptidase, S8 (Subtilisin) family (EC 3.4.21.-)	Myxococcus xanthus (strain DK 1622)	WP_011555919.1;	CP000113;	ABF91307;
Q1DDG3	MXAN_1049		Acyltransferase family protein	Myxococcus xanthus (strain DK 1622)	WP_011551170.1;	CP000113;	ABF89077;
Q1CVU1	MXAN_7375		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011557287.1;	CP000113;	ABF92706;
Q1D0P2	MXAN_5642	ihfB	Integration host factor, beta subunit	Myxococcus xanthus (strain DK 1622)	WP_011555596.1;	CP000113;	ABF88618;
Q1D6Q2	MXAN_3475		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011553507.1;	CP000113;	ABF88718;
Q1CZM8	MXAN_6010		Putative DNA-binding regulatory protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91001;
Q1CZS4	MXAN_5962		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011555913.1;	CP000113;	ABF86738;
Q1CYH8	MXAN_6421		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011556353.1;	CP000113;	ABF90169;
Q1CYU2	MXAN_6306		Fatty acid desaturase family protein	Myxococcus xanthus (strain DK 1622)	WP_011556239.1;	CP000113;	ABF85851;
Q1CYW8	MXAN_6278		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88257;
Q1D279	MXAN_5090		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011555064.1;	CP000113;	ABF90582;
Q1DG41	MXAN_0099		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF92039;
Q1CW16	MXAN_7294		Putative sugar ABC transporter, permease protein	Myxococcus xanthus (strain DK 1622)	WP_011557213.1;	CP000113;	ABF88896;
Q1D0Y5	MXAN_5549		Enoyl-CoA hydratase/isomerase family protein	Myxococcus xanthus (strain DK 1622)	WP_011555503.1;	CP000113;	ABF92984;
Q1D4H1	MXAN_4277		Peptidase, S1A (Chymotrypsin) subfamily (EC 3.4.21.-)	Myxococcus xanthus (strain DK 1622)	WP_011554280.1;	CP000113;	ABF91987;
Q1D6G9	MXAN_3564		Peptidase, M36 (Fungalysin) family (EC 3.4.-.-)	Myxococcus xanthus (strain DK 1622)	WP_011553590.1;	CP000113;	ABF88441;
Q1D8C0	MXAN_2892		WGR domain protein	Myxococcus xanthus (strain DK 1622)	WP_011552953.1;	CP000113;	ABF86084;
Q1DDL0	MXAN_1002		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011551123.1;	CP000113;	ABF86898;
Q1CWT5	MXAN_7025		DnaK family protein	Myxococcus xanthus (strain DK 1622)	WP_011556944.1;	CP000113;	ABF92154;
Q1D9U5	MXAN_2358		Decarboxylase, pyridoxal-dependent	Myxococcus xanthus (strain DK 1622)	WP_011552433.1;	CP000113;	ABF89455;
Q1DC58	MXAN_1513		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551624.1;	CP000113;	ABF91615;
Q1DCD4	MXAN_1432		L-allo-threonine aldolase (EC 4.1.2.-)	Myxococcus xanthus (strain DK 1622)	WP_011551549.1;	CP000113;	ABF87719;
Q1D9E1	MXAN_2513	gspE	General secretory pathway protein E	Myxococcus xanthus (strain DK 1622)	WP_011552584.1;	CP000113;	ABF92256;
Q1D9G8	MXAN_2486		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552557.1;	CP000113;	ABF92633;
Q1CZC1	MXAN_6117		Sensory box histidine kinase	Myxococcus xanthus (strain DK 1622)	WP_011556066.1;	CP000113;	ABF87020;
Q1CYA4	MXAN_6496	tpx	Thiol peroxidase (EC 1.11.1.15)	Myxococcus xanthus (strain DK 1622)	WP_011556427.1;	CP000113;	ABF88856;
Q1D5C9	MXAN_3964		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86411;
Q1D8M5	MXAN_2781		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86641;
Q1CZY7	MXAN_5899	ada	ADA regulatory protein (EC 2.1.1.63)	Myxococcus xanthus (strain DK 1622)	WP_011555850.1;	CP000113;	ABF90003;
Q1D7Y3	MXAN_3031		DnaJ domain protein	Myxococcus xanthus (strain DK 1622)	WP_011553087.1;	CP000113;	ABF90933;
Q1CW79	MXAN_7231		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011557150.1;	CP000113;	ABF90962;
Q1DCK5	MXAN_1361		FHA domain protein	Myxococcus xanthus (strain DK 1622)	WP_011551478.1;	CP000113;	ABF91934;
Q1CXB0	MXAN_6846		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556771.1;	CP000113;	ABF89212;
Q1CZR4	MXAN_5974		Hydrolase, alpha/beta fold family	Myxococcus xanthus (strain DK 1622)	WP_011555923.1;	CP000113;	ABF92746;
Q1D046	MXAN_5840		Prephenate dehydrogenase/chorismate mutase (EC 1.3.1.12)	Myxococcus xanthus (strain DK 1622)	WP_011555791.1;	CP000113;	ABF88800;
Q1D1D3	MXAN_5393		Conserved domain protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF92723;
Q1D1W1	MXAN_5210	socA3	Transcriptional regulator SocA3	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88556;
Q1DDZ5	MXAN_0867		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550988.1;	CP000113;	ABF91613;
Q1DEB0	MXAN_0747		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011550873.1;	CP000113;	ABF88927;
Q1D3G3	MXAN_4644	crtE	Geranylgeranyl diphosphate synthase	Myxococcus xanthus (strain DK 1622)	WP_011554636.1;	CP000113;	ABF88210;
Q1D3N9	MXAN_4566		Acetyltransferase, GNAT family	Myxococcus xanthus (strain DK 1622)	WP_011554561.1;	CP000113;	ABF87513;
Q1D450	MXAN_4400		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554401.1;	CP000113;	ABF91557;
Q1DFJ8	MXAN_0295		Peptidase, S1C (Protease Do) subfamily (EC 3.4.21.-)	Myxococcus xanthus (strain DK 1622)	WP_011550439.1;	CP000113;	ABF88284;
Q1DDE3	MXAN_1070	dacB	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase (EC 3.4.16.4)	Myxococcus xanthus (strain DK 1622)	WP_011551190.1;	CP000113;	ABF88106;
Q1D2M1	MXAN_4946		Putative membrane protein	Myxococcus xanthus (strain DK 1622)	WP_011554924.1;	CP000113;	ABF85945;
Q1D2W4	MXAN_4848		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86794;
Q1D0N8	MXAN_5646		Putative type III secretion system protein	Myxococcus xanthus (strain DK 1622)	WP_011555600.1;	CP000113;	ABF90292;
Q1D6B5	MXAN_3621		Polyketide synthase type I	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88343;
Q1CXD7	MXAN_6819		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF90697;
Q1D0M5	MXAN_5660		Putative batD protein	Myxococcus xanthus (strain DK 1622)	WP_011555613.1;	CP000113;	ABF90622;
Q1D8I2	MXAN_2830		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552891.1;	CP000113;	ABF91783;
Q1D942	MXAN_2612		Putative ada regulatory protein	Myxococcus xanthus (strain DK 1622)	WP_011552682.1;	CP000113;	ABF89329;
Q1DER9	MXAN_0586		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550717.1;	CP000113;	ABF89506;
Q1D439	MXAN_4413		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554412.1;	CP000113;	ABF91708;
Q1D890	MXAN_2922		Bacterial sugar transferase	Myxococcus xanthus (strain DK 1622)	WP_011552982.1;	CP000113;	ABF88031;
Q1D115	MXAN_5515		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87329;
Q1D5J4	MXAN_3899		ABC1 domain protein	Myxococcus xanthus (strain DK 1622)	WP_011553909.1;	CP000113;	ABF91412;
Q1DEC6	MXAN_0731		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550857.1;	CP000113;	ABF90206;
Q1DEE9	MXAN_0706		Sensory box histidine kinase	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91886;
Q1D1T8	MXAN_5233		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87050;
Q1D8W7	MXAN_2689		Lipopolysaccharide biosynthesis protein	Myxococcus xanthus (strain DK 1622)	WP_011552757.1;	CP000113;	ABF86826;
Q1DG82	MXAN_0058		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550207.1;	CP000113;	ABF89425;
Q1D7W1	MXAN_3054		Acetyltransferase, GNAT family	Myxococcus xanthus (strain DK 1622)	WP_011553109.1;	CP000113;	ABF88405;
Q1DE52	MXAN_0808		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550931.1;	CP000113;	ABF89182;
Q1D6Q1	MXAN_3476		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011553508.1;	CP000113;	ABF89293;
Q1DAS7	MXAN_2017	lon	Lon protease (EC 3.4.21.53) (ATP-dependent protease La)	Myxococcus xanthus (strain DK 1622)	WP_011552101.1;	CP000113;	ABF92993;
Q1D3Z5	MXAN_4457		Type I phosphodiesterase/nucleotide pyrophosphatase family protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91090;
Q1D521	MXAN_4074		ABC transporter, ATP-binding protein	Myxococcus xanthus (strain DK 1622)	WP_011554081.1;	CP000113;	ABF89126;
Q1D859	MXAN_2954		Iron-sulfur cluster-binding protein, Rieske family	Myxococcus xanthus (strain DK 1622)	WP_011553011.1;	CP000113;	ABF86516;
Q1D0W8	MXAN_5566		FxsA-like protein	Myxococcus xanthus (strain DK 1622)	WP_011555520.1;	CP000113;	ABF89939;
Q1D1U2	MXAN_5229	hflX	GTPase HflX (GTP-binding protein HflX)	Myxococcus xanthus (strain DK 1622)	WP_011555196.1;	CP000113;	ABF92406;
Q1D5D7	MXAN_3956		Putative adenylate cyclase	Myxococcus xanthus (strain DK 1622)	WP_011553966.1;	CP000113;	ABF86518;
Q1CY39	MXAN_6562		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF89607;
Q1D5D0	MXAN_3963		Sarcosine oxidase, beta subunit family protein	Myxococcus xanthus (strain DK 1622)	WP_011553973.1;	CP000113;	ABF91551;
Q1D839	MXAN_2975		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011553031.1;	CP000113;	ABF86377;
Q1D9F6	MXAN_2498		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552569.1;	CP000113;	ABF88709;
Q1DFH3	MXAN_0325		Putative membrane protein	Myxococcus xanthus (strain DK 1622)	WP_011550464.1;	CP000113;	ABF92234;
Q1CXD2	MXAN_6824		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011556749.1;	CP000113;	ABF87583;
Q1D1U5	MXAN_5226		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91038;
Q1D573	MXAN_4021		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011554030.1;	CP000113;	ABF88878;
Q1D7B7	MXAN_3257	ccmB	Heme exporter protein B	Myxococcus xanthus (strain DK 1622)	WP_011553302.1;	CP000113;	ABF89066;
Q1D9Q5	MXAN_2398		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552473.1;	CP000113;	ABF88813;
Q1DG57	MXAN_0083		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550230.1;	CP000113;	ABF88858;
Q1CZA5	MXAN_6135		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF89343;
Q1D121	MXAN_5509		Conserved domain protein	Myxococcus xanthus (strain DK 1622)	WP_011555467.1;	CP000113;	ABF91261;
Q1D480	MXAN_4370		NAD dependent epimerase/dehydratase family protein	Myxococcus xanthus (strain DK 1622)	WP_011554371.1;	CP000113;	ABF92526;
Q1DG44	MXAN_0096		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550243.1;	CP000113;	ABF87776;
Q1CYL5	MXAN_6384	fucA	L-fuculose phosphate aldolase (EC 4.1.2.17)	Myxococcus xanthus (strain DK 1622)	WP_011556316.1;	CP000113;	ABF87726;
Q1D3E4	MXAN_4663		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554655.1;	CP000113;	ABF90841;
Q1DAA6	MXAN_2194		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011552272.1;	CP000113;	ABF86639;
Q1D2C6	MXAN_5042		OmpA domain protein	Myxococcus xanthus (strain DK 1622)	WP_011555018.1;	CP000113;	ABF90356;
Q1CW91	MXAN_7219		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88817;
Q1DE25	MXAN_0836		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011550958.1;	CP000113;	ABF90999;
Q1CW04	MXAN_7306		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011557225.1;	CP000113;	ABF89000;
Q1CWJ9	MXAN_7111		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011557030.1;	CP000113;	ABF92969;
Q1D3W7	MXAN_4487		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554483.1;	CP000113;	ABF92769;
Q1CXW2	MXAN_6644	modB	Molybdate ABC transporter, permease protein	Myxococcus xanthus (strain DK 1622)	WP_011556569.1;	CP000113;	ABF88174;
Q1D200	MXAN_5170		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011555141.1;	CP000113;	ABF92346;
Q1DB14	MXAN_1915		Polysaccharide biosynthesis/export protein	Myxococcus xanthus (strain DK 1622)	WP_011552015.1;	CP000113;	ABF86233;
Q1DCA1	MXAN_1465		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551581.1;	CP000113;	ABF90265;
Q1DES0	MXAN_0585		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550716.1;	CP000113;	ABF86815;
Q1CXA7	MXAN_6849		Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	Myxococcus xanthus (strain DK 1622)	WP_011556774.1;	CP000113;	ABF91600;
